3.1038743.LUQ323KDN2KXBHWNO43CPB0JXW5AKKIMA,202,0,3.1038743.LUQ323KDN2KXBHWNO43CPB0JXW5AKKIMA
3.1038743.LUQ323KDN2KXBHWNO43CPB0JXW5AKKIMA_46c105ff3b7830a7705b60e16693b790,202,0,3.1038743.LUQ323KDN2KXBHWNO43CPB0JXW5AKKIMA.1
3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA,202,-1,3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA
3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA,202,0,3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA
3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA_46c105ff3b7830a7705b60e16693b790,202,0,3.1038798.CJJBTZ2D4JCZEKD5LXY43GTBEI4EE1YLA.1
3.1039435.DYFH41R03ENIPFOH4EIYPXEPYI2OXU10B,203,0,3.1039435.DYFH41R03ENIPFOH4EIYPXEPYI2OXU10B
3.1039435.DYFH41R03ENIPFOH4EIYPXEPYI2OXU10B_32009ad4f389f6b3d9684e5f6bcd08a1,203,0,3.1039435.DYFH41R03ENIPFOH4EIYPXEPYI2OXU10B.1
3.1039551.OWTWV1YMKNCLSX4PMGKZXHAEY5CPI31DB,200,0,3.1039551.OWTWV1YMKNCLSX4PMGKZXHAEY5CPI31DB
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_cb5e8f88ddd28ee00077d35b4dc75e4d,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.1
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_074d722ba894b1efab6f0289e5deda9a,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.2
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_7ec90dbdcdacc4717ef55accc7b3f2a0,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.3
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_12b3cecaa9ebb892ee882683cb1dd6f5,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.4
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_f15a2471b4c1bceca11104bf2f140a42,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.5
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_805658ab9ee7c2775b9d3d8e2b9177f8,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.6
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_ef0482a0b2a4c89a63bbe7cd1d89e07a,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.7
3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B_346428067d0e866e4572cca42c6f6420,203,0,3.1040241.D12IFP4BVACSTQG3VXQQ4KSDT4L0QVD1B.8
3.1040251.MAMFXDIWPKPM4FMKAD2MYMOS2LWVHOKUA,205,0,3.1040251.MAMFXDIWPKPM4FMKAD2MYMOS2LWVHOKUA
3.1040251.MAMFXDIWPKPM4FMKAD2MYMOS2LWVHOKUA_0da8b019dcf261cb71dbfa773e3e1bf4,205,0,3.1040251.MAMFXDIWPKPM4FMKAD2MYMOS2LWVHOKUA.1
3.1040811.OIFJISKELIPXM0OI1MY2BNRPOONBSPUBA_a51783ef99f91bb670cbc99803b05560,200,0,3.1040811.OIFJISKELIPXM0OI1MY2BNRPOONBSPUBA.1
3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA,203,0,3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA
3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA_74136d93c9c0437b9970f9e90d16ddc2,203,0,3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA.1
3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA_1f4d291022c7f44adad5986ecb244778,203,0,3.1041069.CI0NPMUBY5CQWSDCS3DGR4U23LYU2DNKA.2
3.1041256.O2NDA2OLUKXZTFKP4CKXB3D2AO5KHOFHA,200,0,3.1041256.O2NDA2OLUKXZTFKP4CKXB3D2AO5KHOFHA
3.1041764.F3ZQ2X541P0VMFSMIX2O1SOMSFNOLP2CB,206,0,3.1041764.F3ZQ2X541P0VMFSMIX2O1SOMSFNOLP2CB
3.1041764.F3ZQ2X541P0VMFSMIX2O1SOMSFNOLP2CB_9ec2fd80d5aef4c09185921eb7464b82,206,0,3.1041764.F3ZQ2X541P0VMFSMIX2O1SOMSFNOLP2CB.1
3.1041850.AGRZ25BCZKUTM0TUFW2W0O3CM3M0TA1GB,203,-1,3.1041850.AGRZ25BCZKUTM0TUFW2W0O3CM3M0TA1GB
3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B,202,-2,3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B
3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B,202,0,3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B
3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B_abc34f9e6d458e9cb13f2d83efcefc48,202,-2,3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B.1
3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B_abc34f9e6d458e9cb13f2d83efcefc48,202,0,3.1042005.HXXRIJKCDXRPENS0KV3MQPVDZQETGH51B.1
3.1042095.EFISUP3S2JI141U3NRLKV0R5VDJ5JHQLA,200,0,3.1042095.EFISUP3S2JI141U3NRLKV0R5VDJ5JHQLA
3.1042519.KPBVYCYU03BD0IR3FAGJW5043R1A5EYQA,202,0,3.1042519.KPBVYCYU03BD0IR3FAGJW5043R1A5EYQA
3.1042519.KPBVYCYU03BD0IR3FAGJW5043R1A5EYQA_3e72bae1a677f1bdff7635562fa8d271,202,1,3.1042519.KPBVYCYU03BD0IR3FAGJW5043R1A5EYQA.1
3.1046941.ILZ4CAD4BT0DPRSSPI4B04IPYKAWW2SQA,205,0,3.1046941.ILZ4CAD4BT0DPRSSPI4B04IPYKAWW2SQA
3.1046941.ILZ4CAD4BT0DPRSSPI4B04IPYKAWW2SQA_42e0ab01820c57f86fb16271fb854f89,205,1,3.1046941.ILZ4CAD4BT0DPRSSPI4B04IPYKAWW2SQA.1
3.1047509.HF5KET2P5AI1E3YELQ15PJNROTQ3KJN0A,200,0,3.1047509.HF5KET2P5AI1E3YELQ15PJNROTQ3KJN0A
3.1048076.O1Z12GD4BOTMRJHZVIREOBKVWJOEAOXZB,204,0,3.1048076.O1Z12GD4BOTMRJHZVIREOBKVWJOEAOXZB
3.1048076.O1Z12GD4BOTMRJHZVIREOBKVWJOEAOXZB_73f2084986bbd830c82855c8fcc954c6,204,0,3.1048076.O1Z12GD4BOTMRJHZVIREOBKVWJOEAOXZB.1
3.1049965.LTAL34F0TYDC1X4IWHCAJD10YB0TZSYWB,200,0,3.1049965.LTAL34F0TYDC1X4IWHCAJD10YB0TZSYWB
3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA,203,0,3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA
3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA_904926a3fdbbeb68e51ca04f707cd9ea,203,0,3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA.1
3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA_0c5596ab8cca29ddede7e012262e0112,203,0,3.1051508.GA4DVXTCJDPCKT1QRGOAFVTSAV0SF0KIA.2
3.1051544.LFNLL33MMW1DLOM30PXJKAS4TZKYIHGKB,202,0,3.1051544.LFNLL33MMW1DLOM30PXJKAS4TZKYIHGKB
3.1051544.LFNLL33MMW1DLOM30PXJKAS4TZKYIHGKB_960619dcd4deecc0c2dd626c673dee85,202,0,3.1051544.LFNLL33MMW1DLOM30PXJKAS4TZKYIHGKB.1
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA_78b91bc72d9a2b88629007c4c714bb97,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA_e2a9b18c6ae71d1d6be6ac30197d763c,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA.1
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA_2a40c5460cfa93749f2750a92a43dba0,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA.2
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA_e0bc6e8376d4ae1b49443756f1aee6ac,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA.3
3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA_6a51ab793cca3a19cdfff08eaa534e3a,203,-1,3.1051684.FUIQMPPK2ASA4A2YV1FNLBQ2OBMZ0IZTA.4
3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB,203,-1,3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB
3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB_d2bb441809e307ec09af600af7552436,203,-1,3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB.1
3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB_feffddf73a616f1db213fef37bb0855e,203,-1,3.1051696.JYOPHIWECYWVAWBVP0QRVJKQOGATA5JPB.2
3.1051729.NTR5W5LHH4TOQBF5F0JS2TXZNAJLPEM4B,205,-1,3.1051729.NTR5W5LHH4TOQBF5F0JS2TXZNAJLPEM4B
3.1051729.NTR5W5LHH4TOQBF5F0JS2TXZNAJLPEM4B_58feb2cfb6f46cd436f35bc43636c676,205,-1,3.1051729.NTR5W5LHH4TOQBF5F0JS2TXZNAJLPEM4B.1
3.1051733.B4QBNHIUZKF4ZBAPCSLCAQKGAHOT3OCTA,206,-1,3.1051733.B4QBNHIUZKF4ZBAPCSLCAQKGAHOT3OCTA
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_2f50d27ee2ff1f93c6031bd3a3849c0c,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.1
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_467c9792652e5ca4da4d29abcb981a21,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.2
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_729e1d317ac1dbed45be47845c8c086f,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.3
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_cef44d1c47dea93c0556143314241304,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.4
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_f3a3270d3e12d8255ed858813d5879f4,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.5
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_4e69d08acb7e08fbd0465d52b0a823e6,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.6
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_c7358d0e3a78015c6463fcddddc69a33,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.7
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_fab99e65fe5510035ab8c9ac01652d9d,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.8
3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA_0df8c9e58dd24ab150e395dee70efcf6,203,-1,3.1051784.DS4BWB5HQPMHDANOPAYDLA2J5EQNLUJEA.9
3.1051952.EGHVDW51CRVKTAMJQ42NFFUQXMLJP0V3A,205,0,3.1051952.EGHVDW51CRVKTAMJQ42NFFUQXMLJP0V3A
3.1051952.EGHVDW51CRVKTAMJQ42NFFUQXMLJP0V3A_dc985411bb6afed3c4e89daa30790f7e,205,1,3.1051952.EGHVDW51CRVKTAMJQ42NFFUQXMLJP0V3A.1
3.1052071.CVPNPFETIHWXMENYBETI0WMTJR3UF112B,205,0,3.1052071.CVPNPFETIHWXMENYBETI0WMTJR3UF112B
3.1052071.CVPNPFETIHWXMENYBETI0WMTJR3UF112B_543dface2770e4eeaa0c33090a903f04,205,0,3.1052071.CVPNPFETIHWXMENYBETI0WMTJR3UF112B.1
3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA,204,0,3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA
3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA_be2a4657f8bcc9bfbe057a34f3c45bc4,204,0,3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA.1
3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA_a762ccd42331769a4e21e5a7a45a7eaf,204,0,3.1052080.ALOUQDYNAVOVQ25E2N0CDTIZXX20OBNYA.2
3.1052558.I1NUCFKRI1HM5M01GKVPXFUO4ALVXUZ3B,207,-1,3.1052558.I1NUCFKRI1HM5M01GKVPXFUO4ALVXUZ3B
3.1053636.EMAOY0THWWXORCMZK0T3FQFHIVCVDJYQB,205,0,3.1053636.EMAOY0THWWXORCMZK0T3FQFHIVCVDJYQB
3.1053636.EMAOY0THWWXORCMZK0T3FQFHIVCVDJYQB_8f6e2e4f771dbe707457c0a306ec6018,205,1,3.1053636.EMAOY0THWWXORCMZK0T3FQFHIVCVDJYQB.1
3.1053914.E0Z113ILFWXAB4FTMW2Y3NT4XP3OLHDLA,202,0,3.1053914.E0Z113ILFWXAB4FTMW2Y3NT4XP3OLHDLA
3.1053914.E0Z113ILFWXAB4FTMW2Y3NT4XP3OLHDLA_46229c88f5d8db4a42ec91b8277dad3f,202,0,3.1053914.E0Z113ILFWXAB4FTMW2Y3NT4XP3OLHDLA.1
3.1053936.LB2NWQ3J5GHHESSS2I2TAUFJUWLHQTXMA,205,0,3.1053936.LB2NWQ3J5GHHESSS2I2TAUFJUWLHQTXMA
3.1054102.BCICTMBNAZY21LT33M3CNYTPHXQWYA0HB,205,1,3.1054102.BCICTMBNAZY21LT33M3CNYTPHXQWYA0HB
3.1054102.BCICTMBNAZY21LT33M3CNYTPHXQWYA0HB_e39fba9faa6ae8ceca8a5331dd2c5a0d,205,1,3.1054102.BCICTMBNAZY21LT33M3CNYTPHXQWYA0HB.1
3.1054160.JADOY0PUAVCN55ELKMKJR30DVKAV4V4AA,203,0,3.1054160.JADOY0PUAVCN55ELKMKJR30DVKAV4V4AA
3.1054160.JADOY0PUAVCN55ELKMKJR30DVKAV4V4AA_b56820aee3f54f376d1cd495050c8964,203,0,3.1054160.JADOY0PUAVCN55ELKMKJR30DVKAV4V4AA.1
3.1054463.EQBGY4RDXN5VMMZLTXSGOVWMZG4URNZ3A,200,0,3.1054463.EQBGY4RDXN5VMMZLTXSGOVWMZG4URNZ3A
3.1055077.E3PR0XTGOW2E3PRTW2IMWTZZU0WHQOAJA,200,1,3.1055077.E3PR0XTGOW2E3PRTW2IMWTZZU0WHQOAJA
3.1055769.GNGIQHMR5NLWGBFDSDQH0XRSRXE5CUQRA,203,0,3.1055769.GNGIQHMR5NLWGBFDSDQH0XRSRXE5CUQRA
3.1055769.GNGIQHMR5NLWGBFDSDQH0XRSRXE5CUQRA_32009ad4f389f6b3d9684e5f6bcd08a1,203,0,3.1055769.GNGIQHMR5NLWGBFDSDQH0XRSRXE5CUQRA.1
3.106851.IFKYCFXGRM4ZUMXEH2DL03NKYH0KXDWMB,200,0,3.106851.IFKYCFXGRM4ZUMXEH2DL03NKYH0KXDWMB
3.1137980.FHNYL1V1CFYLHUTA233BFBLGQMK5LV0YA,206,0,3.1137980.FHNYL1V1CFYLHUTA233BFBLGQMK5LV0YA
3.1138098.NBVD5BOTWMXSLOOXN5GHUN1G3HVTGFRDA,205,0,3.1138098.NBVD5BOTWMXSLOOXN5GHUN1G3HVTGFRDA
3.1138289.I31R4UHAW2IKEHOCB542VGFBLP101MNOA,205,1,3.1138289.I31R4UHAW2IKEHOCB542VGFBLP101MNOA
3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B,205,1,3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B
3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B_0ba11ce304a626890be40dd649225adf,205,0,3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B.1
3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B_3284ac4644ee3132850a6c587e8563e1,205,0,3.1138534.EDL3PYQRX5FV34NM5TJJABQ0O2S2PK03B.2
3.1138595.BEDNZ3YQG5L2MX4WD0G1DF0AIUVTU5H5A,205,0,3.1138595.BEDNZ3YQG5L2MX4WD0G1DF0AIUVTU5H5A
3.1138910.M3PXCJTXZJMRDUHA5523KNJIU4Q1VMRWB,205,0,3.1138910.M3PXCJTXZJMRDUHA5523KNJIU4Q1VMRWB
3.1139237.O142WNPFPE4MAHSQIVZUF1HF2QGN3JSIB,205,0,3.1139237.O142WNPFPE4MAHSQIVZUF1HF2QGN3JSIB
3.1140091.NDQMWZTMFALJWKLZG2XTD22GJWI4BD1DB,205,1,3.1140091.NDQMWZTMFALJWKLZG2XTD22GJWI4BD1DB
3.1142135.JVXROD0LCYSEDTYQETSZKZT5WBZFD53OB,202,0,3.1142135.JVXROD0LCYSEDTYQETSZKZT5WBZFD53OB
3.1142135.JVXROD0LCYSEDTYQETSZKZT5WBZFD53OB_21586e9f70db6cb6188eff741da547b5,202,0,3.1142135.JVXROD0LCYSEDTYQETSZKZT5WBZFD53OB.1
3.1143027.FWBQSILY2DMTP4532J3ZL0G2CUC3EVTYA,200,0,3.1143027.FWBQSILY2DMTP4532J3ZL0G2CUC3EVTYA
3.1143206.NMTK4DVB2YH4JIUOFMDJ2G3TUILNURXLB,205,0,3.1143206.NMTK4DVB2YH4JIUOFMDJ2G3TUILNURXLB
3.1143206.NMTK4DVB2YH4JIUOFMDJ2G3TUILNURXLB_1fac69ce8e8c733df2c5d23e7520f6bc,205,1,3.1143206.NMTK4DVB2YH4JIUOFMDJ2G3TUILNURXLB.1
3.1143837.BBMTKCYPVQCF2XSUHZH1XSIAZQ15XQC2B,205,1,3.1143837.BBMTKCYPVQCF2XSUHZH1XSIAZQ15XQC2B
3.1143942.IX0DKKTCFVAPGQWZAS0UW2EB12XHAZXGB,206,0,3.1143942.IX0DKKTCFVAPGQWZAS0UW2EB12XHAZXGB
3.1143942.IX0DKKTCFVAPGQWZAS0UW2EB12XHAZXGB_4905cdcfbf136ca805bd537b6037a23c,206,0,3.1143942.IX0DKKTCFVAPGQWZAS0UW2EB12XHAZXGB.1
3.1143969.O5NRYJZ3CYSLEMCLTADNCBAYCEGCVE25A,207,0,3.1143969.O5NRYJZ3CYSLEMCLTADNCBAYCEGCVE25A
3.1144283.OANO3WOGIPM1UCGBG32UHLCYGSVC2HZ2A,200,0,3.1144283.OANO3WOGIPM1UCGBG32UHLCYGSVC2HZ2A
3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA,203,0,3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA
3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA_0a3604cd97e75fd9c6c426594efcf58c,203,0,3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA.1
3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA_c9659a0a48b94f04cc291778107fced4,203,0,3.1150291.NHFDZWNIFTR0PWLP5BGG3FJ54ITM2UMUA.2
3.1153917.OIGBEKRJQXFCWAI0V5LR3YLFTO1OPKR2B,205,0,3.1153917.OIGBEKRJQXFCWAI0V5LR3YLFTO1OPKR2B
3.1153917.OIGBEKRJQXFCWAI0V5LR3YLFTO1OPKR2B_c9a4ee8ab65dbf7ed77fa165fd91d3a8,205,1,3.1153917.OIGBEKRJQXFCWAI0V5LR3YLFTO1OPKR2B.1
3.1154098.PQGNMTXD0Q5EUAYANBOE0CC5L0J42QZVA,205,0,3.1154098.PQGNMTXD0Q5EUAYANBOE0CC5L0J42QZVA
3.1154098.PQGNMTXD0Q5EUAYANBOE0CC5L0J42QZVA_2083727b6473a6290792dfca74102e61,205,1,3.1154098.PQGNMTXD0Q5EUAYANBOE0CC5L0J42QZVA.1
3.1154132.LWLK03IBQIRKTYUQHRALV4RIV2D22JBGB,204,0,3.1154132.LWLK03IBQIRKTYUQHRALV4RIV2D22JBGB
3.1154164.FHERTM23MUM0OVGIORQ12T3BKYHOKQHWB,204,0,3.1154164.FHERTM23MUM0OVGIORQ12T3BKYHOKQHWB
3.1154164.FHERTM23MUM0OVGIORQ12T3BKYHOKQHWB_73ac32db5a6daf189cf83c544594d1b3,204,0,3.1154164.FHERTM23MUM0OVGIORQ12T3BKYHOKQHWB.1
3.1154603.D3LZY5DPNOIGQ1AIO4LO12KM3OGB3H5WB,205,1,3.1154603.D3LZY5DPNOIGQ1AIO4LO12KM3OGB3H5WB
3.1154603.D3LZY5DPNOIGQ1AIO4LO12KM3OGB3H5WB_5c54e4b3b0adb3c1cde998fa1a58bc00,205,1,3.1154603.D3LZY5DPNOIGQ1AIO4LO12KM3OGB3H5WB.1
3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB,204,0,3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB
3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB_733cde37a58809611fa38d11ff9a7464,204,0,3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB.1
3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB_0d74929a982341301f48911c3634e957,204,0,3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB.2
3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB_7132778a05cbe95bd973638bce09ef90,204,0,3.1154660.BVQJSS3154XN5HZLZ1F3GXFSE32CDEEBB.3
3.1154718.MLON2C4FYMAHYXSPK5YGS0QDTLI5WAWZB,200,0,3.1154718.MLON2C4FYMAHYXSPK5YGS0QDTLI5WAWZB
